group,variable,value,Gene Annotation
rs13375202,GI.EMB.STOMACH,17,intronic
rs13375202,GI.EMB.STOMACH,18,intronic
rs13375202,GI.EMB.STOMACH,18,intronic
rs13375202,GI.ESOPH,18,intronic
rs13375202,GI.ESOPH,18,intronic
rs13375202,GI.ESOPH.MUSC.MUC,18,intronic
rs13375202,GI.ESOPH.MUSC.MUC,18,intronic
rs13375202,GI.ESOPH.SQUAM.EPITH,18,intronic
rs13375202,GI.ESOPH.SQUAM.EPITH,18,intronic
rs13375202,GI.GAST.ESOPH.SPHCTR,18,intronic
rs13375202,GI.PEYER.PATCH,18,intronic
rs13375202,GI.PEYER.PATCH,18,intronic
rs13375202,GI.PEYER.PATCH,18,intronic
rs13375202,GI.RECT.MUC,17,intronic
rs13375202,GI.RECT.MUC,18,intronic
rs13375202,GI.SIG.COLON,18,intronic
rs13375202,GI.SIG.COLON,18,intronic
rs13375202,GI.SIG.COLON,18,intronic
rs13375202,GI.SIG.COLON,18,intronic
rs13375202,GI.SIG.COLON,17,intronic
rs13375202,GI.SMALL.INT,18,intronic
rs13375202,GI.SMALL.INT,18,intronic
rs13375202,GI.SMALL.INT,17,intronic
rs13375202,GI.STOMACH,18,intronic
rs13375202,GI.STOMACH,17,intronic
rs13375202,GI.STOMACH,17,intronic
rs13375202,GI.STOMACH,18,intronic
rs13375202,GI.STOMACH,18,intronic
rs13375202,GI.STOMACH,18,intronic
rs13375202,GI.STOMACH.MUC,17,intronic
rs13375202,HRT.AORTA,18,intronic
rs13375202,HRT.AORTA,13,intronic
rs13375202,HRT.ASC.AORTA,18,intronic
rs13375202,HRT.ASC.AORTA,18,intronic
rs13375202,HRT.CORONARY.ATY,18,intronic
rs13375202,HRT.CORONARY.ATY,18,intronic
rs13375202,HRT.EMB.HEART,13,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.HEART,13,intronic
rs13375202,HRT.EMB.HEART,18,intronic
rs13375202,HRT.EMB.LEFT.ATRIUM,18,intronic
rs13375202,HRT.EMB.LEFT.VENTR,18,intronic
rs13375202,HRT.EMB.LEFT.VENTR,18,intronic
rs13375202,HRT.EMB.RIGHT.VENTR,18,intronic
rs13375202,HRT.HEART,18,intronic
rs13375202,HRT.HEART,18,intronic
rs13375202,HRT.LEFT.VENTR,13,intronic
rs13375202,HRT.LEFT.VENTR,17,intronic
rs13375202,HRT.LEFT.VENTR,17,intronic
rs13375202,HRT.RIGHT.ATRIUM,18,intronic
rs13375202,HRT.RIGHT.ATRIUM,18,intronic
rs13375202,HRT.RIGHT.ATRIUM,17,intronic
rs13375202,HRT.RIGHT.VENTR,17,intronic
rs13375202,HRT.RIGHT.VENTR,13,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.B,17,intronic
rs13375202,HSC.B,17,intronic
rs13375202,HSC.B,18,intronic
rs13375202,HSC.CD14.MONOCYTE,6,intronic
rs13375202,HSC.CD14.MONOCYTE,18,intronic
rs13375202,HSC.CD14.MONOCYTE,6,intronic
rs13375202,HSC.CD14.MONOCYTE,6,intronic
rs13375202,HSC.CD1C.DC,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,13,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,13,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.CD34.CMP,18,intronic
rs13375202,HSC.GERM.CTR,18,intronic
rs13375202,HSC.LYMPHOCYTE,18,intronic
rs13375202,HSC.MPP,18,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.MPP,18,intronic
rs13375202,HSC.MPP,18,intronic
rs13375202,HSC.MPP,18,intronic
rs13375202,HSC.MPP,17,intronic
rs13375202,HSC.NK,18,intronic
rs13375202,HSC.NK,18,intronic
rs13375202,HSC.NK,18,intronic
rs13375202,HSC.NTPHIL,10,intronic
rs13375202,HSC.NTPHIL,11,intronic
rs13375202,IPSC.11A,13,intronic
rs13375202,IPSC.15b,18,intronic
rs13375202,IPSC.18a,17,intronic
rs13375202,IPSC.18c,18,intronic
rs13375202,IPSC.20b,18,intronic
rs13375202,IPSC.CWRU1,18,intronic
rs13375202,IPSC.DF19.11,18,intronic
rs13375202,IPSC.DF19.7,18,intronic
rs13375202,IPSC.DF4.7,18,intronic
rs13375202,IPSC.DF6.9,18,intronic
rs13375202,IPSC.GM23338,13,intronic
rs13375202,IPSC.L1S8,18,intronic
rs13375202,IPSC.L1S8R,18,intronic
rs13375202,IPSC.NIHI11,18,intronic
rs13375202,IPSC.NIHI7,18,intronic
rs13375202,KDNY.EMB.KDNY.CELL,18,intronic
rs13375202,KDNY.EMB.KDNY.CELL,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,17,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,17,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,17,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.KIDNEY,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs13375202,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.EMB.RENAL.PELVIS,18,intronic
rs13375202,KDNY.KIDNEY,17,intronic
rs13375202,KDNY.KIDNEY,17,intronic
rs13375202,LCL.LCL.GM06990,17,intronic
rs13375202,LCL.LCL.GM08714,18,intronic
rs13375202,LCL.LCL.GM10248,18,intronic
rs13375202,LCL.LCL.GM10266,18,intronic
rs13375202,LCL.LCL.GM12864,17,intronic
rs13375202,LCL.LCL.GM12865,18,intronic
rs13375202,LCL.LCL.GM12875,18,intronic
rs13375202,LCL.LCL.GM12878,17,intronic
rs13375202,LCL.LCL.GM12891,18,intronic
rs13375202,LCL.LCL.GM12892,18,intronic
rs13375202,LCL.LCL.GM18507,18,intronic
rs13375202,LCL.LCL.GM19238,18,intronic
rs13375202,LCL.LCL.GM19239,18,intronic
rs13375202,LCL.LCL.GM19240,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,17,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,18,intronic
rs13375202,LNG.EMB.LUNG,17,intronic
rs13375202,LNG.LUNG,18,intronic
rs13375202,LNG.LUNG,17,intronic
rs13375202,LVR.EMB.LIVER,17,intronic
rs13375202,LVR.EMB.LIVER,18,intronic
rs13375202,LVR.HEPATIC.STELLATE,17,intronic
rs13375202,LVR.HEPATOCYTE,18,intronic
rs13375202,LVR.LIVER,18,intronic
rs13375202,LVR.LIVER,18,intronic
rs13375202,LVR.LIVER,13,intronic
rs13375202,LVR.LIVER,13,intronic
rs13375202,LVR.LIVER,17,intronic
rs13375202,LVR.LIVER,18,intronic
rs13375202,MSC.ADIPOCYTE,16,intronic
rs13375202,MSC.AMN.FLD,18,intronic
rs13375202,MSC.EMB.FCL.PROM,18,intronic
rs13375202,MSC.MESENC.STEM,17,intronic
rs13375202,MUSC.CARDIAC.MYOCYTE,17,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,17,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,17,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,17,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,17,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.ARM.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,17,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.BACK.MUSCLE,17,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,17,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,17,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,17,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,17,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.LEG.MUSCLE,18,intronic
rs13375202,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs13375202,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs13375202,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs13375202,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs13375202,MUSC.GASTR.MED,17,intronic
rs13375202,MUSC.GASTR.MED,17,intronic
rs13375202,MUSC.GASTR.MED,17,intronic
rs13375202,MUSC.GASTR.MED,17,intronic
rs13375202,MUSC.PSOAS.MUSCLE,17,intronic
rs13375202,MUSC.PSOAS.MUSCLE,18,intronic
rs13375202,MUSC.PSOAS.MUSCLE,13,intronic
rs13375202,MUSC.PSOAS.MUSCLE,17,intronic
rs13375202,MUSC.SKELETAL.MUSCLE,13,intronic
rs13375202,MUSC.SKELETAL.MUSCLE,17,intronic
rs13375202,MUSC.SKELETAL.MUSCLE,17,intronic
rs13375202,MUSC.SKELETAL.MUSCLE.CELL,17,intronic
rs13375202,MYO.MYOCYTE,17,intronic
rs13375202,MYO.MYOTUBE,17,intronic
rs13375202,MYO.SKLT.MYOBLAST,17,intronic
rs13375202,MYO.SKLT.MYOBLAST,17,intronic
rs13375202,MYO.SKLT.MYOBLAST,17,intronic
rs13375202,MYO.SKLT.SATELLITE,17,intronic
rs13375202,NSPH.NEUROSPHERE,17,intronic
rs13375202,NSPH.NEUROSPHERE,16,intronic
rs13375202,NSPH.NEUROSPHERE,17,intronic
rs13375202,NSPH.OLF.NEUROSPHERE,18,intronic
rs13375202,OTHR.BREAST.EPITH,18,intronic
rs13375202,OTHR.BREAST.EPITH,18,intronic
rs13375202,OTHR.EMB.LIMB,18,intronic
rs13375202,OTHR.EMB.LIMB,18,intronic
rs13375202,OTHR.EPID.MELANOCYTE,18,intronic
rs13375202,OTHR.FRSKN.MELANOCYTE,17,intronic
rs13375202,OTHR.MMRY.STEM,18,intronic
rs13375202,PANC.BODY.PANCREAS,18,intronic
rs13375202,PANC.BODY.PANCREAS,18,intronic
rs13375202,PANC.BODY.PANCREAS,18,intronic
rs13375202,PANC.BODY.PANCREAS,18,intronic
rs13375202,PANC.EMB.ISLT.PREC,18,intronic
rs13375202,PANC.PANCREAS,18,intronic
rs13375202,PANC.PANCREAS,18,intronic
rs13375202,PCTA.AMNION,18,intronic
rs13375202,PCTA.AMNION.STEM,18,intronic
rs13375202,PCTA.CHORION,18,intronic
rs13375202,PCTA.CHORION,17,intronic
rs13375202,PCTA.CHORION,17,intronic
rs13375202,PCTA.CHORIONIC.VILL,17,intronic
rs13375202,PCTA.CHORIONIC.VILL,18,intronic
rs13375202,PCTA.CHORIONIC.VILL,17,intronic
rs13375202,PCTA.CHORIONIC.VILL,17,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,17,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,17,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,17,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,18,intronic
rs13375202,PCTA.PLACENTA,17,intronic
rs13375202,PCTA.TROPHOBLAST,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,PNS.SPINAL.CRD,18,intronic
rs13375202,REPR.PROSTATE.GLD,18,intronic
rs13375202,REPR.PROSTATE.GLD,18,intronic
rs13375202,SMTH.BRN.VASC.SMTH.MUSC,17,intronic
rs13375202,SMTH.COLON.MUSCLE,17,intronic
rs13375202,SMTH.COLON.MUSCLE,18,intronic
rs13375202,SMTH.DUOD.MUSCLE,18,intronic
rs13375202,SMTH.DUOD.MUSCLE,17,intronic
rs13375202,SMTH.RECT.MUSCLE,17,intronic
rs13375202,SPLN.EMB.SPLEEN,17,intronic
rs13375202,SPLN.SPLEEN,18,intronic
rs13375202,SPLN.SPLEEN,18,intronic
rs13375202,SPLN.SPLEEN,18,intronic
rs13375202,SPLN.SPLEEN,18,intronic
rs13375202,SPLN.SPLEEN,18,intronic
rs13375202,STRM.AORTA.FIBR,17,intronic
rs13375202,STRM.BREAST.FIBR,17,intronic
rs13375202,STRM.BREAST.FIBR,17,intronic
rs13375202,STRM.BRN.PERICYTE,18,intronic
rs13375202,STRM.CARDIAC.FIBR,17,intronic
rs13375202,STRM.CARDIAC.FIBR,17,intronic
rs13375202,STRM.DERMIS.FIBR,17,intronic
rs13375202,STRM.DERMIS.FIBR,17,intronic
rs13375202,STRM.DERMIS.FIBR,17,intronic
rs13375202,STRM.EMB.CARDIAC.FIBR,18,intronic
rs13375202,STRM.EMB.LUNG.FIBR,17,intronic
rs13375202,STRM.EMB.LUNG.FIBR,17,intronic
rs13375202,STRM.EMB.SKIN.FIBR,17,intronic
rs13375202,STRM.EMB.SKIN.FIBR,17,intronic
rs13375202,STRM.EMB.SKIN.FIBR,17,intronic
rs13375202,STRM.EYE.CJCT.FIBR,17,intronic
rs13375202,STRM.FRSKN.FIBR,17,intronic
rs13375202,STRM.FRSKN.FIBR,17,intronic
rs13375202,STRM.GINGVL.FIBR,17,intronic
rs13375202,STRM.GINGVL.FIBR,17,intronic
rs13375202,STRM.LUNG.FIBR,18,intronic
rs13375202,STRM.LUNG.FIBR,17,intronic
rs13375202,STRM.LUNG.FIBR,17,intronic
rs13375202,STRM.LUNG.FIBR,17,intronic
rs13375202,STRM.LUNG.PULM.ATY.FIBR,17,intronic
rs13375202,STRM.MMRY.FIBR,17,intronic
rs13375202,STRM.PERID.LIG.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,18,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,18,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.SKIN.FIBR,18,intronic
rs13375202,STRM.SKIN.FIBR,17,intronic
rs13375202,STRM.VILL.MESENCH.FIBR,17,intronic
rs2240339,AD.FATPAD,18,intronic
rs2240339,AD.FATPAD,18,intronic
rs2240339,ADIP.ADCYTE,17,intronic
rs2240339,ADIP.TISSUE,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,17,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD4T,18,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.CD8T,17,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.CD8T,18,intronic
rs2240339,BLD.MONONUC,5,intronic
rs2240339,BLD.MONONUC,18,intronic
rs2240339,BLD.MONONUC,18,intronic
rs2240339,BLD.MONONUC,5,intronic
rs2240339,BLD.MONONUC,6,intronic
rs2240339,BLD.MONONUC,18,intronic
rs2240339,BLD.NAIVET,18,intronic
rs2240339,BLD.NAIVET,17,intronic
rs2240339,BLD.NAIVET,18,intronic
rs2240339,BLD.TREG,18,intronic
rs2240339,BLD.TREG,17,intronic
rs2240339,BLD.TREG,18,intronic
rs2240339,BONE.EMB.ARM,18,intronic
rs2240339,BONE.EMB.FEMUR,18,intronic
rs2240339,BONE.EMB.LEG,18,intronic
rs2240339,BONE.MRW,18,intronic
rs2240339,BONE.OSTBLAST,17,intronic
rs2240339,BRN.AG,17,intronic
rs2240339,BRN.AG,17,intronic
rs2240339,BRN.AMM,18,intronic
rs2240339,BRN.AST,17,intronic
rs2240339,BRN.AST.CRBLLM,17,intronic
rs2240339,BRN.AST.HPC,17,intronic
rs2240339,BRN.AST.SPCORD,17,intronic
rs2240339,BRN.CAUD.NUC,17,intronic
rs2240339,BRN.CAUD.NUC,18,intronic
rs2240339,BRN.CAUD.NUC,17,intronic
rs2240339,BRN.CBR.CTX,18,intronic
rs2240339,BRN.CING.GYR,17,intronic
rs2240339,BRN.CING.GYR,17,intronic
rs2240339,BRN.CRBLLM,18,intronic
rs2240339,BRN.CRBLLM,18,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,17,intronic
rs2240339,BRN.EMB.BRN,18,intronic
rs2240339,BRN.EMB.GERM.MTX,17,intronic
rs2240339,BRN.FTL.CTX,6,intronic
rs2240339,BRN.FTL.CTX,6,intronic
rs2240339,BRN.GLOB.PD,18,intronic
rs2240339,BRN.HPC,17,intronic
rs2240339,BRN.HPC,17,intronic
rs2240339,BRN.HPC,17,intronic
rs2240339,BRN.INF.PAR.CTX,17,intronic
rs2240339,BRN.MED.OBL,18,intronic
rs2240339,BRN.MID.FTL,17,intronic
rs2240339,BRN.MID.FTL,17,intronic
rs2240339,BRN.MID.FTL.GYR,17,intronic
rs2240339,BRN.MIDBRN,17,intronic
rs2240339,BRN.OCC.LB,18,intronic
rs2240339,BRN.PONS,18,intronic
rs2240339,BRN.PTMN,18,intronic
rs2240339,CA.ACC.ACC112,18,intronic
rs2240339,CA.ALL.DND41,17,intronic
rs2240339,CA.ALL.KOPTK1,18,intronic
rs2240339,CA.ALL.LOUCY,18,intronic
rs2240339,CA.APL.HL60,18,intronic
rs2240339,CA.APL.NB4,18,intronic
rs2240339,CA.BCL.DOHH2,18,intronic
rs2240339,CA.BCL.KARPAS422,18,intronic
rs2240339,CA.BCL.OCILY1,17,intronic
rs2240339,CA.BCL.OCILY3,17,intronic
rs2240339,CA.BCL.OCILY7,18,intronic
rs2240339,CA.BKTL.NAMALWA,18,intronic
rs2240339,CA.BKTL.NAMALWA,18,intronic
rs2240339,CA.BRCA.MCF7,6,intronic
rs2240339,CA.BRCA.MCF7,18,intronic
rs2240339,CA.BRCA.MCF7,18,intronic
rs2240339,CA.BRCA.MCF7,18,intronic
rs2240339,CA.BRCA.MCF7,18,intronic
rs2240339,CA.CCRCC.CAKI1,18,intronic
rs2240339,CA.CRC.CACO2,18,intronic
rs2240339,CA.CRC.HCT116,18,intronic
rs2240339,CA.CRC.HT29,18,intronic
rs2240339,CA.CRC.LOVO,18,intronic
rs2240339,CA.CRC.RKO,18,intronic
rs2240339,CA.CVX.HELAS3,10,intronic
rs2240339,CA.CVX.HELAS3,18,intronic
rs2240339,CA.CVX.HELAS3.G1B,18,intronic
rs2240339,CA.DESM.MEDBM.DAOY,18,intronic
rs2240339,CA.EWINGSC.A673,18,intronic
rs2240339,CA.FIBROSC.HT1080,18,intronic
rs2240339,CA.GLIOBM.A172,18,intronic
rs2240339,CA.GLIOBM.H54,10,intronic
rs2240339,CA.GLIOBM.M059J,18,intronic
rs2240339,CA.HAPLOID.ML.HAP1,18,intronic
